,0,1,2,3,4,5,6,7,8,9,10
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.02038131207046687,0.15102568290383783,0.2828206817497437,0.4034112803243459,0.47736094255687755,0.558752651315455,0.6078343890600887,0.7023833623542265,0.8296914854673155,0.9221355026460019,0.9999999999999998
2,0.0,0.0881047076868818,0.2198997065327877,0.3404903051073899,0.41443996733992156,0.49583167609849915,0.5449134138431327,0.6394623871372705,0.7667705102503596,0.8592145274290459,0.9370790247830438
3,0.0,0.0,0.058183002473439126,0.17877360104804133,0.252723263280573,0.3341149720391506,0.3831967097837842,0.477745683077922,0.605053806191011,0.6974978233696973,0.7753623207236953
4,0.0,0.0,0.0,0.04221650534159258,0.11616616757412423,0.19755787633270183,0.24663961407733542,0.3411885873714732,0.4684967104845622,0.5609407276632485,0.6388052250172465
5,0.0,0.0,0.0,0.0,0.056470841539674584,0.13786255029825217,0.18694428804288576,0.28149326133702357,0.4088013844501126,0.5012454016287989,0.5791098989827969
6,0.0,0.0,0.0,0.0,0.0,0.04995284995066823,0.09903458769530184,0.19358356098943963,0.32089168410252866,0.41333570128121505,0.491200198635213
7,0.0,0.0,0.0,0.0,0.0,0.0,0.02486610591464931,0.11941507920878709,0.2467232023218761,0.3391672195005625,0.4170317168545605
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07517851387615024,0.20248663698923927,0.2949306541679257,0.37279515152192366
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04830355693625729,0.14074757411494368,0.21861207146894163
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07679218820889515,0.15465668556289308
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054357470913942815
